1:1	Nun Pool, Silwan ak Timote noo ngi leen di bind, yéen mbooloom ñi gëm ci dëkku Tesalonig te nekk ci Yàlla Baay bi ak Boroom bi Yeesu Kirist. Na yiw ak jàmm ànd ak yéen.
1:2	Bët bu set nu ngi sant Yàlla ndax yéen, di leen boole ci sunuy ñaan.
1:3	Dunu noppee fàttaliku ci kanam Yàlla sunu Baay jëf ji juddu ci seen ngëm, liggéey bi tukkee ci seen mbëggeel, ak muñ gi sosoo ci seen yaakaar ci sunu Boroom Yeesu Kirist.
1:4	Bokk yi, yéen ñi Yàlla bëgg, xam nanu ne Yàlla tànn na leen;
1:5	ndaxte xebaar bu baax, bi nu leen doon yégal, yemul woon ci ay wax rekk, waaye àndoon na ak kàttan ak Xel mu Sell mi ak kóolute gu mag. Xam ngeen sunu taxawaay ci seen biir ngir seen njariñ.
1:6	Te aw ngeen sunuy tànk ak yu Boroom bi, ci li ngeen nangu xebaar bi ci biir fitna yu metti, ànd ak mbég ci dooley Xel mu Sell mi.
1:7	Noonu ngeen daldi nekk royukaay ngir ñi gëm ñépp ci diiwaani Maseduwan ak Akayi.
1:8	Ndaxte kàddug Boroom bi jollee na ci seen biir, te yemul ci Maseduwan ak Akayi rekk, waaye seen gëm Yàlla siiw na fépp. Matul sax nu di ci wax dara,
1:9	ndaxte ñoom ci seen bopp ñooy seede li sunu ngan def ci seen biir. Maanaam, ni ngeen dëddoo xërëm yi, jublu ci Yàlla te di ko jaamu, moom miy Yàlla Aji Dund ju dëggu ji,
1:10	te ngeen di séentu Doomam bàyyikoo asamaan, moom Yeesu mi mu dekkal te di nu musal ci merum Yàlla, mi nar a ñëw.
2:1	Waaw bokk yi, xam ngeen ne, ngan gi nu leen ganesi woon du nganug neen.
2:2	Laata nuy ñëw, jaar nanu ci fitna ak toroxte ca dëkku Filib, ni ngeen ko xame; waaye Yàlla sunu Boroom may na nu fit, ba li tongoonte bi metti lépp it, yégal nanu leen xebaaru Yàlla bu baax bi.
2:3	Ndaxte sunu waaraate wéeruwul cig réer walla ci njublaŋ walla ciy nax.
2:4	Waaye gannaaw Yàlla moo nu seet, ba wóolu nu te dénk nu xebaar bu baax bi, kon noonu lanuy waaree, du ngir neex nit ñi, waaye ngir neex Yàlla, miy seet xol yi.
2:5	Musunoo jey kenn, yéen xam ngeen ko; sunu waare musul a ëmb bëgge, Yàlla seede na ko;
2:6	musunoo sàkku ngërëmu nit, muy ci yéen, muy ci ñeneen.
2:7	Manoon nanoo diis ci seen kaw sax, nun ñiy ndawi Kirist, waaye woyofoon nanu ci seen biir, te lewet ni jaboot buy uuf doomam.
2:8	Cofeel gi nu am ci yéen tax na, bëggunu woon a yem ci xamal leen xebaaru Yàlla bu baax bi, waaye jox leen it sunu bakkan, ndaxte sunu xol seeyoon na ci yéen.
