1:1	Man Pool, jaamub Kirist Yeesu, maa leen di bind bataaxal bii. Yàlla woo na ma, ma nekk ndawam, sas ma liggéeyu xamle xebaaram bu baax bi.
1:2	Xebaar bu baax boobu, Yàlla dige woon na ko bu yàgg, jaarale ko ciy yonentam, ñu def ko ci Mbind mu sell mi,
1:3	di xamle mbirum Doomam, Yeesu Kirist sunu Boroom. Lu jëm ci meloom ci àddina, ci askanu Daawuda la jóge, waaye lu jëm ci xelam mu sell, Doomu Yàlla la; ndaxte ndekkiteem nekk na firnde ju ràññiku, ne moom la.
1:5	Te moom Kirist tàbbal na nu ci yiwu Yàlla, def nu ay ndawam, yónni nu ci biir xeeti àddina sépp, ngir ñu gëm ko te jébbalu, ba màggal turam.
1:6	Te ci ngeen bokk, yéen ñi Yàlla woo, ngeen nekk ci Kirist.
1:7	Yéen ñi dëkk Room ñépp, yéen ñi Yàlla bëgg te woo leen, ngeen nekk gaayam yu sell, na leen Yàlla sunu Baay ak Boroom bi Yeesu Kirist may yiw ak jàmm.
1:8	Kon nag li may jëkk a wax mooy lii: sant naa Yàlla sama Boroom, jaarale ko ci Yeesu Kirist, ngir yéen ñépp, ndaxte seen ngëm siiw na ci àddina sépp.
1:9	Bët bu set maa ngi leen di boole ci samay ñaan. Yàlla seede na li may wax, Yàlla mi may jaamu ci sama xel, ci xamle xebaar bu baax bu Doomam.
1:10	Te li ma koy faral di ñaan mooy lii: bu soobee Yàlla, na ma ubbil bunt, ba ma man a ñëw ci yéen.
1:11	Ndaxte bëgg naa leen a gis lool, ba indil leen barke bu jóge ci Xel mu Sell mi, ndax seen ngëm gën a dëgër.
1:12	Maanaam ma nekk ci seen biir, te nu dimbaleente ci sunu ngëm, ndax man itam ma gën a am doole.
1:13	Bokk yi, damaa bëgg ngeen xam ne, xalaat naa leen a seetsi ay yooni yoon, ngir meññ njariñ ci yéen, ni ma ko defe ci yeneen xeet yi, waaye ay téq-téq ñoo ma téye ba léegi.
1:14	Am naa warugar sama diggante ak ñépp, muy ñi jàng ni Gereg yi, muy ñi jàngul ni Baarbaar yi, ñi bare xam-xam ak ñi barewul xam-xam.
1:15	Li aju ci man nag, jekk naa ngir ñëw, xamal leen xebaar bu baax bi, yéen it waa Room.
1:16	Ndaxte awma benn werante ci xebaar bu baax bi may waare, ndax mbirum Yàlla la, mu làmboo dooleem, ngir musal képp ku ko gëm, muy Yawut ci bu jëkk mbaa ki dul Yawut.
1:17	Ndaxte xebaar bii day wone, ni nit man a jube ci kanam Yàlla, sukkandikoo ci ngëm rekk, tàmbali ci ngëm, yem ci ngëm. Moo tax Mbind mi wax ne: «Ku jub ci kaw ngëm, dinga dund.»
1:18	Merum Yàllaa ngi feeñe asamaan, wàcc ci nit ñi, ndax seen weddi Yàlla gépp ak seen jubadi gépp, ñoom ñi suul dëgg, di topp lu jubadi.
1:19	Ndax li nit man a xam ci Yàlla, leer na ci seen xel, ndax Yàlla won na leen ko.
1:20	Ndaxte ba àddina sosoo ba tey, mbiri Yàlla yu nëbbu ya, maanaam dooleem ju sax ja, ak meloom wu kawe wa, feeñ nañu bu leer, te bir ñépp ci yi mu sàkk, ba tax bunti lay yépp tëj nañu.
1:21	Ndaxte bi ñu xamee Yàlla, taxul ñu màggal ko ni mu ware, mbaa ñu sant ko. Waaye ñu daldi réer ci seen biiri xalaat yu mujjul fenn, ba tax seen xol gumba, ba lëndëm këruus.
1:22	Ñu teg seen bopp ni boroomi xel, fekk ñu ñàkk xel lañu woon.
1:23	Toxal nañu ndamu Yàlla Aji Sax ji, wuutal fa nataali nit ku dul sax, moom ak ay picc, ay rabi àll mbaa yuy raam.
1:24	Moo tax Yàlla bërgël na leen ci seeni bëgg-bëgg, ñu sóobu ciy ñaawteef, di jëfleente lu gàccelu ci seeni cér.
1:25	Toxal nañu dëggu Yàlla, tëral fen, di màggal ak a jaamu mbindeef, ba faaleetuñu sax Aji Bind, ji yelloo cant ba fàww. Amiin.
1:26	Loolu moo tax nag Yàlla bërgël na leen ci seeni bëgg-bëgg yu ruslu. Seeni jigéen sax dëddu nañu li jekk, sóobu ci lu jekkadi, ñoom ak seeni moroom.
1:27	Noonu it góor ñi bàyyi nañu li jekk ci seeni cér, maanaam ànd ak jigéen, bay am ay bëgg-bëgg yu tar ci ànd ak seeni moroom. Góor di defante ak góor li warul, ñu di jot seen peyu réer ci seeni yaram.
1:28	Gannaaw xam Yàlla soxalu leen, Yàlla it bërgël na leen ci seen xel mu bon moomu, ñu sax ci jëf yu jekkadi.
1:29	Seen xol fees na ak lu jubadi, lu bon, bëgge ak coxor; duñu xalaat lu dul kiñaan, rey nit, xuloo, njublaŋ ak ñaaw njort; dañuy jëw,
1:30	di yàq der, di ñu bañ Yàlla te ñàkk sutura, di réy-réylu ak a kañu; ay jàmbaar lañu ci fexe lu bon, di bañ seeni waajur.
1:31	Amuñu xel, amuñu kóllëre, amuñu cofeel, amuñu yërmande.
1:32	Xam nañu ne, ñiy jëfe loolu, Yàlla daganal na seen dee, waaye teewul ñu di ko def, boole ko ak di farle ñi ci sax.
2:1	Kon nag képp ku mu man a doon, yaw miy àtte sa moroom ak ñaaw njort, amuloo aw lay, ndaxte àtte sa moroom, daan sa bopp la; yaa ngi koy àtte ndax ay jëfam, fekk yaw itam noonu ngay jëfe.
2:2	Xam nanu ne, ñiy jëfe noonu, Yàlla dina leen àtte, te àtteem jub na.
2:3	Yaw nag miy àtte ñiy def loolu, te di ko def, ndax defe nga ne, dinga rëcc ci àtteb Yàlla?
2:4	Ndax dangaa xeeb mbaaxu Yàlla, mi yéex a mer te di la muñal? Xanaa xamuloo ne, Yàllaa ngi lay won baaxaayam, ngir nga réccu say bàkkaar?
2:5	Waaye ndegam dëgër nga bopp te bëgguloo réccu, yaa ngi dajale merum Yàlla ci sa bopp. Ndaxte Yàlla sàkk na bés bu muy wone àtteem bu jub bi te meram wàcc ci ñi bon;
2:6	bés booba dina delloo ku nekk ay jëfam.
2:7	Ñiy góor-góorlu ciy def lu baax, bëgg Yàlla boole leen ca ndamam te sédde leen ngërëm ak dund gu sax, dina leen tàbbal ci dund gu dul jeex.
2:8	Waaye ñi dëgër bopp, ba tanqamlu dëgg, di topp lu jubadi, seen pey mooy dooni merum Yàlla ak toroxte.
2:9	Ki doon def lu bon, peyam mooy tiis ak metit wu tar, muy Yawut ci bu jëkk, mbaa ki dul Yawut.
2:10	Waaye ki doon def lu baax, añam mooy bokk ci ndamu Yàlla, am ngërëm ak jàmm, muy Yawut ci bu jëkk, mbaa ki dul Yawut.
2:11	Ndaxte ñépp a yem fa kanam Yàlla.
2:12	Képp ku doon bàkkaar nag te nekkuloo woon ci yoonu Musaa, Yàlla dina la àtte ci lu dul yoonu Musaa, nga door a sànku. Te képp ku doon bàkkaar te nga nekkoon ci yoonu Musaa, Yàlla dina la àtte ci yoon woowu.
2:13	Kon déglu yoonu Musaa rekk doyul; du loolu mooy tax nit jub ci kanam Yàlla; kiy sàmm yoon wi, moom la Yàlla di àtte ni ku jub.
2:14	Ndax ñi dul Yawut te nekkuñu ci yoonu Musaa, ñu ngiy def li yoon woowu tëral, ndaxte Yàlla def na ko ci nit. Te wonee nañu noonu ne, man nañoo ràññee lu baax ak lu bon, su ñu nekkul sax ci yoonu Musaa,
2:15	di wone it ne, Yàlla bind na ci seen xol jëf yi yoonu Musaa santaane. Seen xel it seede na ne noonu la, fekk seeni xalaat ñoo leen di tuumaal, mbaa ñu leen di jéggal.
2:16	Ndax bés dina ñëw, bu xalaat yu làqu yi di feeñ, te Yàlla àtte nit ñi jaarale ko ci Yeesu Kirist. Xebaar bu baax, bi may waare, moo ko wax.
2:17	Maa ngi ñëw nag ci yaw mi ne Yawut nga; yaa ngi sukkandiku ci yoonu Musaa ak di damu ci Yàlla.
2:18	Xam nga coobareem, ndaxte jàng nga ci yoonu Musaa, ba fonk yëf yi gën a baax.
2:19	Yaa ngi teg sa bopp wommatkatu gumba yi ak leeru ñi nekk cig lëndëm.
2:20	Yaa di jàngalekatu ñi jàngul ak xamlekatu ñi xamul, ndaxte xalaat nga ne, Yàlla jagleel na leen ci yoonu Musaa bépp xam-xam ak gépp dëgg.
2:21	Kon nag yaw miy jàngal say moroom, xanaa doo jàngal sa bopp? Yaw miy waare di tere sàcc, mbaa doo sàcc yaw itam? Yaw miy tere njaaloo, mbaa doo njaaloo?
2:22	Yaw miy araamal xërëm yi, mbaa doo sàcc li nekk ci seeni xàmb?
2:23	Yaw miy damoo yoonu Musaa, mbaa doo ko moy, ba indi gàcce ci turu Yàlla?
2:24	Moo tax Mbind mi ne: «Yéena tax ñi nekkul Yawut di suufeel turu Yàlla.»
2:25	Bëggoon naa ngeen xam ne, xaraf am na njariñ, boo ca boolee sàmm yoon. Waaye boo ko ca boolewul, sa xaraf amatul njariñ.
2:26	Te itam ku xaraful, tey def jëf yu jub yi yoonu Musaa santaane, ndax Yàlla du ko teg ni ku xaraf?
2:27	Ku dul Yawut te xaraful waaye di sàmm yoon wi, kooku dina la man a àtte yaw Yawut bi. Ndaxte li ngay xam-xam yoonu Musaa ci Mbind mi te xaraf, terewul nga koy moy.
2:28	Juddu nekk Yawut taxul sag Yawut dëggu, te xaraf ci saw yaram taxul sa xaraf wóor.
2:29	Waaye Yawut dëgg, ci xol lay nekk. Te xaraf dëgg itam, ci xol lay nekk. Du ngistal, lu dëggu la. Te képp ku mel noonu, dees na la gërëm, waxumala nit ñi, waaye Yàlla ci boppam.
3:1	Yawut bi nag, ci lan la rawe ku dul Yawut? Te xaraf lu muy njariñ?
3:2	Raw na ko fu nekk. Ci bu jëkk Yawut yi la Yàlla dénk waxam.
3:3	Bu fekkee ne am na ci ñoom ñu ñàkk kóllëre, ndax loolu man na fanq kóllëreg Yàlla?
3:4	Mukk! Su ñépp nekkoon ay naaféq, du tere Yàlla nekk dëgg. Moom la Mbind mi wax ci Yàlla ne:«Loo wax, ñépp ànd ci,te ku layoo ak yaw, nga yey ko.»
