1:1	Man Pool, ndawul Kirist Yeesu ci coobareg Yàlla, man ak Timote sunu mbokk, noo leen di bind, yéen mbooloom Yàlla mi nekk dëkku Korent, ak gaayi Yàlla yu sell, yi nekk ci diiwaanu Akayi gépp.
1:2	Na leen Yàlla sunu Baay ak Boroom bi Yeesu Kirist may yiw ak jàmm.
1:3	Cant ñeel na Yàlla, Baayu sunu boroom Yeesu Kirist, di Baay biy Aji Yërmande tey Boroom lépp luy dëfël xol yi.
1:4	Mooy dëfël sunu xol ci sunu tiis yépp, ngir nun ci sunu bopp nu man a dëfël xolu ñépp ñi nekk ci tiis, di leen sédd ci noflaay, bi Yàlla def ci sunu xol.
1:5	Ndaxte ni coonoy Kirist di baawaane ci nun, noonu it la Kirist nekke buntu noflaay bu yaa, biy dëfël sunu xol.
1:6	Su nuy jaar ci tiis, seen noflaay a tax ak seen mucc. Bu dee Yàlla dëfël na sunu xol, seen noflaay a tax, ngir ngeen man a dékku naqar yu mel ni yu nuy am, nun itam.
1:7	Te sunu yaakaar ci seen mbir dëgër na, xam ne, ni ngeen bokke ak nun naqar, noonu ngeen di bokke ak nun noflaayu xol.
1:8	Ndaxte bokk yi, bëggunu ngeen umple tiis, wi nu daj ci diiwaanu Asi. Yen bi diisoon na lool ba weesu sunu kàttan, ba amatunu yaakaar sax ci dund.
1:9	Demoon nanu ba defe ne, dogalees na sunug dee. Loolu amoon na, ngir nu bañ a wéer sunu yaakaar ci sunu bopp, waaye nu wéer ko ci Yàlla, miy dekkal néew yi.
1:10	Moo nu musal ci dee gu metti googu te dina nu musalaat. Ci moom lanu wékk sunu yaakaar ne, dina nu musalati,
1:11	bu ngeen nu jàpplee di ci boole seeni ñaan. Noonu ñu bare dinañu gërëm Yàlla ci yiw, wi mu nu may te muy tontul ñaanu ñu bare.
1:12	Li nuy tiitaroo moo di sunu xel day seede ne, ci kanamu àddina si, rawatina sax ci seen kanam, aw nanu ci tànk yu jub, ànd ak xol bu laab fa kanam Yàlla. Jëfewunu ci pexem nit, waaye ci yiwu Yàlla lanu jëfe.
1:13	Bindunu leen nag leneen lu dul li ngeen jàng te xam ko. Fi mu ne seen xam-xam ci nun matagul, waaye yaakaar naa ne, bu matee, dingeen man a tiitaru ci nun, ni nu koy defe ci yéen, bu bésu Boroom bi Yeesu ñëwee.
1:15	Kon ni ma ame woon kóolute googu, naroon naa jëkk a jaar ci yéen, ngir ganesi leen ñaari yoon.
1:16	Bëggoon naa jaar ci yéen, dem diiwaanu Maseduwan, te bu ma jógee Maseduwan, dikkaat ci yéen, ngir ngeen waajal sama tukki ca Yude.
1:17	Ba may mébét loolu nag, ndax dama cee boolewul pasteef? Te ndax samay yéene yéeney nit kese la, ba may xel ñaar, naan «waaw» ak «déet?»
1:18	Wóor na Yàlla ne, li nu leen di wax, du «waaw» ju ànd ak «déedéet.»
1:19	Ndaxte Doomu Yàlla ji, Yeesu Kirist, mi nu doon yégle ci seen biir, man ak Silwan ak Timote, nekkul woon «waaw» ak «déedéet;» «waawi» Yàlla la mas a nekk.
1:20	Te lépp lu Yàlla dige woon fekk na «waawam» ci moom. Noonu kon ci Kirist lanuy waxe: «Amiin,» ngir yékkati ndamu Yàlla.
1:21	Te Yàlla moo nuy dëgëral ci Kirist, nun ak yéen, te sol nu Xelam.
1:22	Moo nu màndargaal ni ay gaayam, def Xelam ci sunu xol, muy dawal ci cér, bi mu nu dencal.
1:23	Man nag Yàlla seede na ma, te giñ naa ci sama bakkan ne, yërëm leen rekk moo tax delluseeguma Korent.
1:24	Du caageen nag noo leen bëgg a noot ci lu jëm ci seen ngëm, waaye nu ngi liggéeyandoo ak yéen ngir seen mbég, ndaxte ci ngëm ngeen sax.
2:1	Man nag fas yéene naa lii: duma dellusi ci yéen ci naqar.
2:2	Ndaxte su ma leen tegee naqar, kuy seddal sama xol ku dul yéen ñi ma teg aw naqar?
2:3	Looloo tax ma binde noonu, ngir bañ a agsi, am naqar ci ñi ma waroon a bégal. Am naa kóolute ci yéen ñépp ne, sama mbég mooy seen mbég.
2:4	Ci biir tiis ak xol bu jeex laa leen bind, samay bët taa ak ay rangooñ. Binduma leen ngir teg leen naqar, waaye ngir ngeen xam xóotaayu mbëggeel gi ma am ci yéen.
2:5	Su kenn tegee moroomam naqar, du man la ko teg, waaye man nanu ne, yéen ñépp la ko teg — matul may réyal mbir mi.
2:6	Àtte bi ko mbooloo mi teg, doy na.
2:7	Léegi nag baal-leen ko te dëfël xolam, ngir bañ mu sóobu ci naqar wu ëpp.
2:8	Kon maa ngi leen di ñaan, ngeen feddali seen mbëggeel ci moom.
2:9	Nattu leen moo tax ma bind leen it, ngir seet ba xam dingeen dégg ndigal ci lépp.
2:10	Ku ngeen baal, ma baal ko itam. Man nag, su ma baalee --fekk am lu ma war a baale — yéena tax ma def ko ci kanamu Kirist,
2:11	ngir Seytaane bañ a am bunt bu mu jaar ba nax nu, ndaxte réerewunu mbir ay pexeem.
2:12	Ba ma àggee Torowas nag, ngir yégle fa xebaar bu baax bi ci Kirist, Boroom bi ubbil na ma ci bunt.
2:13	Waaye sama xel dalul benn yoon, ndax li ma fa fekkul sama mbokk, Tit. Noonu nag ma tàggu leen, daldi dem diiwaanu Maseduwan.
2:14	Waaye cant ñeel na Yàlla! Ci sunu booloo ak Kirist, daf nuy yóbbaale saa su nekk ci gawari ndamam, tey jaar ci nun ngir turu Kirist jolli fu nekk, ni xetu latkoloñ di tasaaroo.
2:15	Ndaxte ci Yàlla, xetu Kirist gu neex lanu, di gilli jëm ci ñiy mucc ak ñiy sànku;
2:16	ci ñu mujj ñii, xet gu sedd lanu, guy jëme ci dee; ci ñu jëkk ñi, xetu dund lanu, guy jëme ci dund. Kon ku man a àttan yen boobu!
2:17	Nun nag melunu ni ñu bare, ñiy baana-baana ci kàddug Yàlla, waaye ci sunu booloo ak Kirist, nu ngi waare ak xol bu laab fa kanam Yàlla, ni yonenti Yàlla.
3:1	Mbaa du danoo tàmbalee tëgguwaat nag? Mbaa du danoo soxla ni ñenn ñi ay dénkaane yu ñu nuy gërëme, te ñuy bataaxal yu jóge ci yéen walla yu jëm ci yéen?
3:2	Déedéet, yéenay sunu bataaxal, te ci sunu xol lañu ko bind, di bataaxal bu nit ñépp man a xam te jàng ko;
3:3	ndaxte leer na ne, bataaxal bu jóge ci Kirist ngeen, bu mu jaarale ci nun. Bindeesu ko daa, waaye ci Xelum Yàlla miy dund lees ko binde; te du ci àlluway doj lañu ko rëdd, waaye ci xolu doom Aadama.
3:4	Googu kóolute lanu am fa kanam Yàlla ndax Kirist.
3:5	Du caageen nag ne, àttan nanu dara ci sunu man-man, ba nu yaakaar dara ci sunu bopp, waaye sunu kàttan ci Yàlla lay jóge.
3:6	Moo nu jox kàttan, nu nekk ndaw yuy xamle kóllëre gu bees gi. Te kóllëre googu ajuwul ci ay sàrti diine, waaye mi ngi aju ci jëfu Xelum Yàlla. Ndaxte sàrti kese day jëme ci dee, waaye Xelum Yàlla dafay joxe dund.
3:7	Ba ñu bindee arafi sàrt yi ciy àlluway doj, leeraayu ndamu Yàlla nekk fa. Xar-kanamu Musaa di leer, ba bànni Israyil duñu ko man a xool, fekk leer ga di wéy. Ndegam sàrti yoon yooyuy jëme ci dee, ñoo ànd ak ndam,
3:8	rawatina nag ne, jëfu Xelum Yàlla dina gën a ànd ak ndam.
3:9	Su fekkee ne tëralin, wiy teg nit tooñ, àndoon na ak ndam, rawatina ci tëralin wiy àtte nit jub.
3:10	Ndaxte ndam li amoon keroog suux na ci ndam li ko raw léegi.
3:11	Te it ndegam li wéy dafa amoon ndam, astemaak li fi sax.
3:12	Kon nag gannaaw wékku nanu ci yaakaar ju mel noonu, danuy waare ak kóolute gu mag.
3:13	Dunu def ni Musaa, mi daan muur xar-kanamam, ngir bànni Israyil bañ a gis jeexug leer googu saxul.
3:14	Waaye seen xel dafa daldi gumba. Ba tey jii sax, bu ñuy jàng téereb kóllëre gu jëkk gi, muuraay moomu dafay des; deñul, ndaxte ci Kirist rekk la man a deñe.
3:15	Waaw, ba tey jii, su ñuy jàng yoonu Musaa, seen xol dafay muuru.
3:16	Waaye saa su kenn walbatikoo ci Boroom bi, muuraay gi daldi muriku.
3:17	Fekk nag Boroom, bi ñuy wax foofu, moo di Xelum Yàlla, te fu Xelu Boroom bi nekk, foofa yaatu gu mat am na fa.
3:18	Te nun ñépp nag, danuy lerxat ndamu Boroom bi ak xar-kanam bu muuruwul, bay soppiku ci melokaanam, ànd ak ndam luy yokku te sax ci dooley Boroom biy Xelum Yàlla.
4:1	Kon nag ndegam Yàlla ci yërmandeem sas na nu liggéey boobu, dunu bayliku.
4:2	Lànk nanoo ànd ci mbir, yi ñuy nëbb te ñu gàccelu. Sunuy tànk du yu njublaŋ te dunu dëngal kàddug Yàlla. Waaye nu ngi biral dëgg, di sàkku kóoluteg ñépp fa kanam Yàlla.
4:3	Su fekkee ne sax, xebaar bu baax bi dafa muuru ci ñenn ñi, dafa fekk ñoom ñu aw yoon wu jëm ci sànkute.
4:4	Ñoom la yàllay jamono ji gëlëmal seen xel, ngir ñu bañ a gis leeru xebaar bu baax, biy wone ndamu Kirist, mi di melokaanu Yàlla.
4:5	Ndaxte Yeesu Kirist Boroom bi lanuy waare, waaye waarewunu lu jëm ci sunu bopp. Nun seeni jaam lanu ndax Yeesu.
4:6	Ndaxte Yàlla mi ne: «Na leer leer ci biir lëndëm,» moo leer ci sunu xol, ngir leeral nu ak xam-xamu ndamu Yàlla, liy feeñ ci xar-kanamu Kirist.
4:7	Leer googu ci sunu xol mi ngi mel ni alal, waaye ñu ngi ko def ci nun ñi néew doole niy njaq kese, ngir kàttan gu ëpp xel gi, bawoo ci Yàlla te du ci nun.
4:8	Dañu nuy sonal fu nekk, waaye kenn tancu nu. Dañu nuy dugal ci ruq yi, waaye dinanu ci génn.
4:9	Dañu nuy fitnaal, waaye Yàlla du nu wacc mukk. Tër nañu nu, waaye kenn doggaliwu nu.
4:10	Fu nu tollu noo ngi gàddu ci sunu yaram dee gi Yeesu dee woon, ngir dundu Yeesu moom it feeñ ci sunu yaram.
4:11	Bés bu nekk, nun ñiy dund, ñu ngi nuy jébbal dee ndax Kirist, ngir dundu Kirist moom itam feeñ ci sunu yaram wiy dee.
4:12	Noonu dee mu ngi jëf ci nun, dund di jëf ci yéen.
4:13	Mbind mi nee na: «Damaa gëm, moo tax ma wax.» Nun it nag, ndegam am nanu menn xelu ngëm moomu, danoo gëm, ba tax nuy wax.
4:14	Ndaxte xam nanu ne Yàlla, mi dekkal Boroom bi Yeesu, dina nu dekkal nun itam ak Yeesu, te dina nu yóbbu ak yéen, taxawal nun ñépp ci jataayam.
4:15	Ndaxte lépp li nuy daj, seen njariñ a tax, ngir yiwu Yàlla, wiy yokku ci nit ñu gën a takku, yokkaale ngërëm lu jëm ci Yàlla, ngir jollil ndamam.
4:16	Loolu moo tax sunu yaakaar du tas. Bu fekkee sax sunu yaram day yàqu jëm cig mag, sunu ruu moom, bés ak bés muy gën a yeesaat.
4:17	Ndaxte sunu coono bu woyof bi dul yàgg, dafa nuy jural ndam lu bare, ba suul coono bi, tey sax abadan.
4:18	Kon diirunu li ñuy gis waaye li ñu dul gis. Ndaxte li ñuy gis day wéy, waaye li ñu dul gis day sax ba fàww.
5:1	Yaram wi nu soloo ci kaw suuf dafa mel ni ab tànt. Su daanoo, xam nanu ne, Yàlla jagleel na nu am taax ci asamaan, mu loxol nit defarul, di taax muy sax ba fàww.
5:2	Fi mu ne nu ngi wonk, di yàkkamtee féete ak sunu dëkkukaayu asamaan, sol ko ni koddaay, xam ne,
5:3	bu nu ko solee, dunu def yaramu neen.
5:4	Nun ñi nekk ci tànt bii, nu ngi wonk ndax coono. Du caageen ne, danoo bëgg a summi sunu yaramu àddina, waaye danoo bëgg a sol sunu yaramu asamaan, ngir liy dee sóobu ci biir dund.
5:5	Ki nu waajal ngir loolu moo di Yàlla, moom mi nu jox Xelam, di dawal ci cér bi mu nu dencal.
5:6	Noonu kon nu ngi fees ak kóolute fu nu tollu; te xam nanu ne, fi ak nu ngi dëkk ci yaram wii, àggagunu sunu màkkaan ci wetu Boroom bi —
5:7	ndaxte doxewunu ab gis, waaye ngëm lanuy doxe.
5:8	Kon fees nanu ak kóolute, te yéenee jóge ci dëkkukaayu yaram wii, dem dëkk ci wetu Boroom bi.
5:9	Kon nag des fi walla jóge fi, li nuy faaydaal moo di neex Boroom bi.
5:10	Ndaxte nun ñépp fàww nu teew ci kanamu Kirist, mu àtte nu, ngir ku nekk jot peyu li mu def ci yaramam, muy lu baax walla lu bon.
5:11	Gannaaw xam nanu ragal Yàlla nag, nu ngi fexee gëmloo nit ñi, waaye li nu nekk leer na Yàlla te yaakaar naa ne, leer na leen it, ba ne fàŋŋ.
5:12	Jéemunoo waxati lu ngeen nuy nawe, waaye danu leen a bëgg a may yoonu tiitaru ci nun, tey tontu ñooñuy tiitaroo col te du xol.
5:13	Su fekkee danoo tàggalikoo ak sunu sago, ngir Yàlla la. Su nu àndee ak sunu sago, ngir yéen la.
5:14	Ndaxte mbëggeelu Kirist moo nuy jiite, ndax wóor na nu ne, ndegam kenn rekk a dee ngir ñépp, kon ñépp a dee.
5:15	Te dee na ngir ñépp, ngir ñiy dund dootuñu dund ngir seen bopp, waaye ngir ki dee ci seen wàll te dekki.
5:16	Kon nag gannaawsi tey xoolatunu kenn ci gis-gisu àddina. Su fekkee mas nanoo xool Kirist ci gis-gisu àddina, léegi xooleetunu ko noonu.
5:17	Kon bu nit bokkee ci Kirist, mbindeef mu bees la. Li jëkk wéy na, lu bees a fi teew.
5:18	Te loolu lépp a ngi sosoo ci Yàlla, mi nu jubale ak boppam jaare ko ci Yeesu Kirist, te sas nu nuy waare juboo googu:
5:19	maanaam, Yàlla jaar na ci Kirist, di jubale waa àddina ak boppam te sëfu leen seeni tooñ. Kàddug juboo googu, Yàlla dénk na nu ko.
5:20	Ay ndaw lanu, yu Kirist yónni, te Yàllaa ngi woo nit ñi jaare ko ci nun. Kon nag ci turu Kirist, nu ngi leen koy ñaan: nanguleen a juboo ak Yàlla.
5:21	Kirist mi musul a def bàkkaar, Yàlla def na ko bàkkaar ci sunu wàll, ngir ci sunu bokk ci moom, nu man a doon njubteg Yàlla.
6:1	Nun nag ñiy liggéeyandoo ak Yàlla, nu ngi leen di ñaan: jariñooleen yiw, wi ngeen jote ci Yàlla, ngir mu bañ a neen ci yéen.
6:2	Ndaxte Yàlla nee na:«Ca jamono ja mu jekke, nangu naa sa ñaan;ci bésu mucc gi laa la wallu.» Tey jii la jamono ju jekk ji; tey la bésub mucc gi.
6:3	Bëggunoo lëmbaaje xelu kenn ci dara, ngir kenn bañ a sikk sunu liggéey.
6:4	Li nu bëgg moo di rafetal sunu tur ni jawriñi Yàlla ci fànn gu nekk; danuy muñ coono yi, tiis yi, njàqare yi;
6:5	ñu nuy dóor, di nu tëj ci kaso, dëkk yi di yengu ndax sunu mbir; nuy liggéey ba sonn, di fanaanee xool, di woor.
6:6	Nu ngi rafetal sunu yen ci dund gu sell, ci xam-xam, muñ ak laabiir, ci Xel mu Sell mi ak ci mbëggeel gu raxul njublaŋ,
6:7	ci kàddug dëgg ak ci kàttanu Yàlla, nu ngi yor gànnaayi njubte ci loxol ndeyjoor ak lu càmmooñ.
6:8	Ñu bàkk nu, jéppi nu, sant nu, xas nu. Ñu di nu jiiñ réeral, moona niti dëgg lanu.
6:9	Ñuy xeeb sunu tur, moona tur yi siiw nañu. Nu mel ni ñu loof, moona nu ngi dund. Ñu yar nu, teewul nu rëcc ci dee.
6:10	Danuy dékku tiis, waaye di bég fu nu tollu. Nu tumurànke, waaye di woomal ñu bare; amunu dara, fekk noo moom lépp.
6:11	Yéen bokki Korent, wax nanu leen sunu biir ak sunu biti, di leen ubbil sunu xol.
6:12	Ubbiku nanu ci yéen, waaye yéen ubbikuwuleen ci nun.
6:13	Maa ngi wax ak yéen ni samay doom; feyleen nu bor bi, yéen itam; ubbileen seen xol!
6:14	Buleen likkoo ak ñi gëmul. Gan àndandoo moo man a am diggante njubte ak ndëngte? Gan booloo moo man a am diggante leer ak lëndëm?
6:15	Gan déggoo moo man a am diggante Kirist ak Beliyar? Gan jaxasoo moo man a am diggante ki gëm ak ki gëmul?
6:16	Nan la këru Yàlla man a mànkoo ak xërëm yi? Ndaxte nun nooy këru Yàlla Aji Dund ji, ni ko Yàlla waxe:«Dinaa dëkk ci seen biir,tey dox ànd ak ñoom,ma nekk seen Yàlla,ñuy samay gaay.»
6:17	Kon nag Boroom bi nee na:«Génnleen biir ñooñu te beru.Buleen laal dara lu am sobe,kon dinaa leen teeru.
6:18	Dinaa nekk baay ci yéen,ngeen di doom ci man, muy góor, di jigéen. Moom la Aji Kàttan ji wax.»
